gatename,gate_in_1,gate_in_2,gate_in_3,gate_in_4,gate_in_5,fan_in_1,fan_in_2,fan_in_3,fan_in_4,fan_in_5,in_flipflop_1,in_flipflop_2,in_flipflop_3,in_flipflop_4,in_flipflop_5,out_flipflop_1,out_flipflop_2,out_flipflop_3,out_flipflop_4,out_flipflop_5,in_near_flipflop,out_near_flipflop,in_multiplexer_1,in_multiplexer_2,in_multiplexer_3,in_multiplexer_4,in_multiplexer_5,out_multiplexer_1,out_multiplexer_2,out_multiplexer_3,out_multiplexer_4,out_multiplexer_5,in_near_multiplexer,out_near_multiplexer,in_const_1,in_const_2,in_const_3,in_const_4,in_const_5,out_const_1,out_const_2,out_const_3,out_const_4,out_const_5,inv_1,inv_2,inv_3,inv_4,inv_5,loop_1,loop_2,loop_3,loop_4,loop_5,DPI,DPO,label
DFF_554_Q_reg,8,19,44,101,168,2,8,18,36,56,1,2,3,12,13,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,8,9,1,1,0,1,0,0,5,0
DFF_555_Q_reg,8,19,44,101,168,2,8,18,36,56,1,2,3,12,13,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,5,8,9,1,1,0,1,0,0,5,0
DFF_556_Q_reg,8,21,43,98,201,2,8,19,38,76,1,3,3,5,15,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,7,15,1,1,0,1,1,0,5,0
DFF_557_Q_reg,8,18,40,76,148,2,8,17,32,57,1,2,4,3,5,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,3,4,9,14,1,1,0,1,1,0,4,0
DFF_558_Q_reg,8,18,37,69,129,2,8,17,29,51,1,2,3,4,3,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,3,6,9,15,1,1,0,1,1,0,3,0
DFF_559_Q_reg,8,19,39,80,143,2,8,19,37,62,1,2,3,5,8,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,3,5,9,14,1,1,0,1,1,0,2,0
DFF_560_Q_reg,8,22,44,86,152,2,8,18,34,59,1,3,3,3,7,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,8,14,1,1,0,1,1,0,1,0
DFF_561_Q_reg,8,22,43,81,135,2,8,17,31,52,1,3,3,3,3,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,7,13,1,1,0,1,1,0,0,0
DFF_562_Q_reg,4,14,26,60,121,1,5,12,24,48,0,2,2,3,7,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,5,9,1,1,0,1,1,0,10,0
DFF_563_Q_reg,8,18,36,68,125,2,7,15,26,45,1,2,2,2,5,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,8,11,1,1,0,1,1,0,10,0
DFF_564_Q_reg,8,19,39,70,118,2,8,17,30,46,1,2,3,2,2,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,3,5,11,14,1,1,0,1,1,0,10,0
DFF_565_Q_reg,8,19,40,82,141,2,8,19,37,61,1,2,3,5,6,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,3,5,8,15,1,1,0,1,1,0,10,0
DFF_566_Q_reg,8,22,44,87,154,2,8,18,34,60,1,3,3,3,6,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,8,16,1,1,0,1,1,0,10,0
DFF_567_Q_reg,8,22,43,81,139,2,8,17,31,53,1,3,3,3,3,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,8,15,1,1,0,1,1,0,10,0
DFF_568_Q_reg,8,18,41,81,149,2,8,18,34,61,1,2,4,5,7,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,7,11,1,1,0,1,1,0,10,0
DFF_569_Q_reg,8,18,37,75,141,2,8,17,30,54,1,2,3,4,5,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,5,8,13,1,1,0,1,1,0,10,0
DFF_570_Q_reg,8,18,37,67,129,2,8,17,29,49,1,2,3,3,3,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,5,10,14,1,1,0,1,1,0,10,0
DFF_571_Q_reg,8,22,42,91,162,2,8,20,38,66,1,3,3,6,8,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,6,9,13,1,1,0,1,1,0,10,0
DFF_572_Q_reg,8,22,42,81,150,2,8,18,32,57,1,3,3,3,7,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,6,9,13,1,1,0,1,1,0,5,0
DFF_573_Q_reg,8,19,41,73,131,2,8,18,31,50,1,2,4,3,3,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,6,10,13,1,1,0,1,1,0,4,0
DFF_574_Q_reg,8,21,43,92,165,2,8,19,37,68,1,3,3,7,7,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,7,13,1,1,0,1,1,0,3,0
DFF_575_Q_reg,8,21,40,80,151,2,8,16,30,57,1,3,3,3,7,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,6,12,1,1,0,1,1,0,2,0
DFF_576_Q_reg,8,18,40,70,135,2,8,17,29,50,1,2,4,3,3,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,1,1,0,1,1,0,1,0
DFF_577_Q_reg,8,22,42,94,158,2,8,20,38,66,1,3,3,7,7,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,5,7,12,1,1,0,1,1,0,0,0
DFF_578_Q_reg,4,11,19,43,86,1,5,11,20,39,0,1,2,2,4,1,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,6,10,1,1,0,1,1,0,5,0
DFF_579_Q_reg,8,15,30,55,106,2,7,15,23,41,1,1,2,2,3,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,6,7,13,1,1,0,1,1,0,5,0
DFF_580_Q_reg,8,19,33,74,141,2,8,18,35,61,1,2,1,3,9,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,5,12,15,1,1,0,1,1,0,10,0
DFF_581_Q_reg,8,22,41,82,154,2,8,18,33,59,1,3,2,1,8,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,10,15,1,1,0,1,1,0,10,0
DFF_582_Q_reg,8,22,40,80,141,2,8,17,31,53,1,3,2,2,4,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,9,13,1,1,0,1,1,0,10,0
DFF_583_Q_reg,8,22,50,105,188,2,8,20,41,73,1,3,3,7,6,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,6,14,1,1,0,1,1,0,10,0
DFF_584_Q_reg,8,21,42,99,173,2,7,17,35,64,1,3,2,6,5,1,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,5,14,1,1,0,1,1,0,10,0
DFF_585_Q_reg,8,22,45,91,158,2,8,17,33,57,1,3,2,5,3,1,2,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,6,13,1,1,0,1,1,0,10,0
DFF_586_Q_reg,6,11,30,54,109,2,6,14,26,44,1,1,3,2,5,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,5,9,1,0,1,0,0,0,10,0
DFF_587_Q_reg,7,12,19,36,69,2,7,15,23,35,1,1,2,2,3,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1,0,2,0,0,0,10,0
DFF_588_Q_reg,6,10,16,21,39,2,6,12,18,26,1,1,2,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,0,1,0,0,0,5,0
DFF_589_Q_reg,7,12,18,22,36,2,7,15,21,28,1,1,2,1,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0,2,0,0,0,4,0
DFF_590_Q_reg,6,10,16,20,25,2,6,12,18,24,1,1,2,1,1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,1,0,0,0,3,0
DFF_591_Q_reg,7,12,18,22,35,2,7,15,21,28,1,1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0,2,0,0,0,2,0
DFF_592_Q_reg,6,10,16,20,25,2,6,12,18,24,1,1,2,1,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,1,0,0,0,1,0
DFF_593_Q_reg,7,12,18,22,35,2,7,15,21,28,1,1,2,1,2,0,0,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0,2,0,0,0,0,0
DFF_594_Q_reg,2,3,8,10,15,1,3,6,10,15,0,0,1,1,1,1,1,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,1,0,0,0,3,0
DFF_595_Q_reg,6,5,11,12,16,2,5,9,12,16,1,0,1,0,1,1,1,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,8,1,0,1,0,0,0,2,0
DFF_596_Q_reg,8,19,31,56,90,2,8,19,35,54,1,3,5,2,4,1,2,2,3,43,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,9,14,1,0,0,0,0,0,1,0
DFF_597_Q_reg,4,8,19,31,56,1,3,9,20,36,1,1,3,5,2,2,2,3,43,18,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,7,11,26,1,0,0,0,0,0,0,0
DFF_598_Q_reg,4,4,8,19,31,1,2,4,10,21,1,1,1,3,5,1,1,31,14,24,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,4,6,23,33,1,0,0,0,0,0,2,0
DFF_599_Q_reg,5,8,10,19,33,2,4,7,12,21,1,2,2,2,4,1,1,13,19,24,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,14,22,28,1,0,0,0,0,0,1,0
DFF_600_Q_reg,5,9,13,18,25,2,4,6,9,14,1,1,2,2,2,1,1,13,20,25,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,14,21,25,1,0,0,0,0,0,1,0
DFF_601_Q_reg,5,9,10,17,23,2,4,6,8,11,1,1,1,2,2,1,1,14,23,24,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,16,20,23,1,0,0,0,0,0,3,0
DFF_602_Q_reg,8,9,17,29,44,2,5,9,17,28,2,2,2,4,5,1,2,12,11,8,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1,0,0,0,0,0,3,0
DFF_603_Q_reg,8,19,36,67,135,2,8,17,34,64,1,3,2,2,10,2,4,3,3,9,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,10,18,1,1,0,1,0,0,3,0
DFF_604_Q_reg,8,19,42,75,146,2,8,18,35,60,1,2,2,2,8,2,4,3,3,8,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,12,18,1,1,0,1,0,0,2,0
DFF_605_Q_reg,8,19,42,78,145,2,8,18,37,62,1,2,1,2,8,2,4,3,3,7,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,13,20,1,1,0,1,0,0,1,0
DFF_606_Q_reg,8,18,37,79,142,2,8,18,37,62,1,2,1,2,6,2,4,3,2,6,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,10,19,1,1,0,1,0,0,3,0
DFF_607_Q_reg,8,18,36,74,138,2,8,17,34,55,1,2,1,2,5,2,4,2,1,6,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,10,15,1,1,0,1,0,0,2,0
DFF_608_Q_reg,8,18,36,70,124,2,8,17,33,52,1,2,1,2,5,2,3,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,10,16,1,1,0,1,0,0,1,0
DFF_609_Q_reg,8,19,41,82,149,2,8,19,40,67,1,2,1,2,7,1,2,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,11,19,1,1,0,1,0,0,0,0
DFF_610_Q_reg,4,11,23,49,108,1,5,11,24,48,0,1,0,1,10,2,4,3,3,6,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,2,10,16,1,1,0,1,0,0,4,0
DFF_611_Q_reg,8,15,34,69,131,2,7,15,29,52,1,1,0,1,10,2,4,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,4,11,18,1,1,0,1,0,0,3,0
DFF_612_Q_reg,8,19,31,66,126,2,8,17,34,57,1,2,0,1,5,2,4,3,2,8,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,11,19,1,1,0,1,0,0,2,0
DFF_613_Q_reg,8,19,35,63,124,2,8,17,32,53,1,2,1,1,4,2,4,2,2,8,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,11,18,1,1,0,1,0,0,1,0
DFF_614_Q_reg,8,19,35,63,115,2,8,17,32,51,1,2,1,2,4,2,3,2,2,8,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,2,3,13,21,1,1,0,1,0,0,3,0
DFF_615_Q_reg,8,16,36,65,119,2,8,16,34,59,1,2,2,4,5,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,1,1,0,2,1,0,10,0
DFF_616_Q_reg,8,16,33,61,113,2,8,15,26,45,1,2,2,3,3,1,2,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,1,1,0,2,2,0,10,0
DFF_617_Q_reg,8,16,33,51,88,2,8,15,23,35,1,2,2,2,2,1,2,2,4,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,1,1,0,2,1,0,10,0
DFF_618_Q_reg,8,16,32,64,106,2,8,16,29,45,1,2,2,5,4,1,3,2,5,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,1,0,2,1,0,10,0
DFF_619_Q_reg,8,16,32,58,108,2,8,15,24,39,1,2,2,3,3,1,3,2,6,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,1,1,0,2,2,0,10,0
DFF_620_Q_reg,8,16,32,52,86,2,8,15,22,33,1,2,2,2,2,1,3,2,7,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,1,1,0,2,1,0,5,0
DFF_621_Q_reg,8,18,36,71,127,2,8,19,34,50,1,2,2,5,5,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,1,1,0,2,1,0,4,0
DFF_622_Q_reg,8,18,38,69,119,2,8,18,31,46,1,2,2,3,4,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,1,1,0,2,2,0,3,0
DFF_623_Q_reg,8,18,38,64,106,2,8,18,29,43,1,2,2,2,3,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,1,1,0,2,1,0,2,0
DFF_624_Q_reg,8,18,38,77,143,2,8,17,36,59,1,2,3,6,11,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,1,0,2,1,0,1,0
DFF_625_Q_reg,8,18,38,76,152,2,8,16,28,50,1,2,3,5,10,0,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,2,1,0,0,0
DFF_626_Q_reg,4,10,20,42,85,1,5,9,17,32,0,1,2,4,10,1,2,1,6,2,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,1,0,2,0,0,4,0
DFF_627_Q_reg,8,12,22,42,82,2,7,13,22,35,1,1,1,3,7,1,2,4,2,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,1,1,0,3,0
DFF_628_Q_reg,8,16,24,44,84,2,8,14,22,32,1,2,1,2,4,1,2,4,2,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,1,1,0,3,0
DFF_629_Q_reg,8,16,28,44,80,2,8,15,23,29,1,2,2,2,2,1,2,4,2,6,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,1,1,0,3,0
DFF_630_Q_reg,8,18,40,78,109,2,8,19,37,50,1,2,3,6,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1,1,0,2,1,0,10,0
DFF_631_Q_reg,8,18,42,85,130,2,8,18,34,48,1,2,3,5,3,1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,1,1,0,2,2,0,10,0
DFF_632_Q_reg,8,18,42,76,115,2,8,18,31,44,1,2,3,3,3,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,1,1,0,2,1,0,10,0
DFF_633_Q_reg,8,17,33,74,138,2,8,17,36,62,1,2,2,4,7,1,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,5,13,1,1,0,1,0,0,10,0
DFF_634_Q_reg,8,17,32,61,137,2,8,16,29,55,1,2,2,2,7,1,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,5,13,1,1,0,1,0,0,10,0
DFF_635_Q_reg,8,17,32,57,118,2,8,16,28,49,1,2,2,2,5,1,2,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,6,14,1,1,0,1,0,0,10,0
DFF_636_Q_reg,8,16,29,65,120,2,8,16,29,54,1,2,2,3,9,1,2,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,6,10,1,1,0,1,1,0,5,0
DFF_637_Q_reg,8,16,28,58,121,2,8,15,25,47,1,2,2,2,7,1,2,1,2,8,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,1,1,0,1,1,0,4,0
DFF_638_Q_reg,8,16,28,55,112,2,8,15,24,42,1,2,2,2,5,1,2,1,1,9,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,4,8,10,1,1,0,1,1,0,3,0
DFF_639_Q_reg,8,16,28,59,117,2,8,16,28,49,1,2,2,3,9,1,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,1,1,0,1,1,0,2,0
DFF_640_Q_reg,8,16,28,55,113,2,8,15,25,44,1,2,2,2,7,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,1,1,0,1,1,0,1,0
DFF_641_Q_reg,8,16,28,53,107,2,8,15,24,40,1,2,2,2,5,0,1,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,1,1,0,1,1,0,0,0
DFF_642_Q_reg,4,10,18,39,78,1,5,10,20,35,0,1,1,2,6,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,1,1,0,1,0,0,10,0
DFF_643_Q_reg,8,14,28,53,105,2,7,14,25,40,1,1,1,2,6,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,1,1,0,1,0,0,10,0
DFF_644_Q_reg,8,18,32,60,105,2,8,16,29,43,1,2,1,2,5,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,1,1,0,1,0,0,10,0
DFF_645_Q_reg,8,18,38,69,119,2,8,18,33,50,1,2,3,5,3,1,2,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,0,2,1,0,5,0
DFF_646_Q_reg,8,18,38,75,117,2,8,17,30,44,1,2,3,5,2,1,2,1,3,11,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,2,2,0,5,0
DFF_647_Q_reg,8,18,38,64,99,2,8,17,27,38,1,2,3,3,3,1,2,2,4,11,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,2,1,0,5,0
DFF_648_Q_reg,8,12,26,56,90,2,5,12,26,44,2,2,2,5,5,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,10,0
DFF_649_Q_reg,4,8,12,26,56,1,3,6,13,27,1,2,2,2,5,2,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,10,0
DFF_650_Q_reg,8,8,12,22,40,2,4,7,13,23,2,2,2,3,3,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,10,0
DFF_651_Q_reg,4,8,8,12,22,1,3,5,8,14,1,2,2,2,3,2,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0
DFF_652_Q_reg,8,8,12,18,26,2,4,7,12,18,2,2,2,3,3,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,5,0
DFF_653_Q_reg,4,8,8,12,18,1,3,5,8,13,1,2,2,2,3,2,2,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0
DFF_654_Q_reg,8,8,12,18,26,2,4,7,12,18,2,2,2,3,3,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,3,0
DFF_655_Q_reg,4,8,8,12,18,1,3,5,8,13,1,2,2,2,3,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
DFF_656_Q_reg,8,8,12,18,26,2,4,7,12,18,2,2,2,3,3,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,1,0
DFF_657_Q_reg,4,8,8,12,18,1,3,5,8,13,1,2,2,2,3,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
DFF_658_Q_reg,4,4,8,14,18,1,2,4,8,12,1,1,1,2,1,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,10,0
DFF_659_Q_reg,4,4,4,8,14,1,2,3,5,9,1,1,1,1,2,2,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0
DFF_660_Q_reg,8,8,8,14,22,2,4,6,10,15,2,2,1,2,2,1,2,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,5,0
