gatename,gate_in_1,gate_in_2,gate_in_3,gate_in_4,gate_in_5,fan_in_1,fan_in_2,fan_in_3,fan_in_4,fan_in_5,in_flipflop_1,in_flipflop_2,in_flipflop_3,in_flipflop_4,in_flipflop_5,out_flipflop_1,out_flipflop_2,out_flipflop_3,out_flipflop_4,out_flipflop_5,in_near_flipflop,out_near_flipflop,in_multiplexer_1,in_multiplexer_2,in_multiplexer_3,in_multiplexer_4,in_multiplexer_5,out_multiplexer_1,out_multiplexer_2,out_multiplexer_3,out_multiplexer_4,out_multiplexer_5,in_near_multiplexer,out_near_multiplexer,in_const_1,in_const_2,in_const_3,in_const_4,in_const_5,out_const_1,out_const_2,out_const_3,out_const_4,out_const_5,inv_1,inv_2,inv_3,inv_4,inv_5,loop_1,loop_2,loop_3,loop_4,loop_5,DPI,DPO,label
U39,6,10,19,29,41,3,6,11,17,24,1,0,4,0,3,0,0,1,0,1,1,3,0,1,0,4,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,0,0,0,10,0
U38,8,12,22,33,47,3,8,14,19,26,1,1,3,1,2,0,1,0,1,0,1,2,0,1,1,3,1,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,1,0,0,1,10,0
U36,6,10,19,29,41,3,6,11,17,24,1,0,4,0,3,0,0,1,0,1,1,3,0,1,0,4,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,0,0,0,10,0
U35,8,12,22,33,44,3,8,14,19,25,1,1,3,1,1,0,1,0,1,1,1,2,0,1,1,3,1,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,1,0,0,1,10,0
U33,6,10,19,29,38,3,6,11,17,23,1,0,4,0,2,0,1,1,0,1,1,2,0,1,0,4,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,0,0,0,10,0
U32,8,12,19,30,41,3,8,13,17,22,1,1,2,1,1,1,1,0,1,0,1,1,0,1,1,2,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,0,1,0,0,1,5,0
U31,9,14,22,31,51,4,8,13,20,29,2,2,2,2,1,0,0,1,0,2,1,3,0,2,2,2,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,1,0,0,1,0,1,5,0
U30,4,9,14,22,31,1,5,9,14,20,0,2,2,2,2,0,1,0,2,0,2,2,0,0,2,2,2,1,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,1,0,2,4,0
U29,9,14,20,32,54,4,8,13,20,30,2,2,1,2,2,0,0,1,0,2,1,3,0,2,2,1,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,1,0,0,1,0,1,10,0
U28,4,9,14,20,32,1,5,9,14,20,0,2,2,1,2,0,1,0,2,0,2,2,0,0,2,2,1,1,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,2,10,0
U27,9,14,20,32,54,4,8,13,20,30,2,2,1,2,2,0,0,1,0,2,1,3,0,2,2,1,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,1,0,0,1,0,1,10,0
U26,4,9,14,20,32,1,5,9,14,20,0,2,2,1,2,0,1,0,2,0,2,2,0,0,2,2,1,1,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,2,10,0
U25,9,14,20,32,54,4,8,13,20,30,2,2,1,2,2,0,0,1,0,2,1,3,0,2,2,1,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,1,0,0,1,0,1,10,0
U24,4,9,14,20,32,1,5,9,14,20,0,2,2,1,2,0,1,0,2,0,2,2,0,0,2,2,1,1,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,2,10,0
U23,9,14,20,32,54,4,8,13,20,30,2,2,1,2,2,0,0,1,0,2,1,3,0,2,2,1,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,1,0,0,1,0,1,10,0
U22,4,9,14,20,32,1,5,9,14,20,0,2,2,1,2,0,1,0,2,0,2,2,0,0,2,2,1,1,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,2,10,0
U21,9,14,20,32,54,4,8,13,20,30,2,2,1,2,2,0,0,1,0,2,1,3,0,2,2,1,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,1,0,0,1,0,1,10,0
U20,4,9,14,20,32,1,5,9,14,20,0,2,2,1,2,0,1,0,2,0,2,2,0,0,2,2,1,1,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,2,10,0
U19,9,14,20,32,54,4,8,13,20,30,2,2,1,2,2,0,0,1,0,2,1,3,0,2,2,1,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,1,0,0,1,0,1,10,0
U18,4,9,14,20,32,1,5,9,14,20,0,2,2,1,2,0,1,0,2,0,2,2,0,0,2,2,1,1,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,0,0,1,0,2,10,0
U17,9,14,20,32,55,4,8,13,20,30,2,2,1,2,2,0,0,1,0,2,1,3,0,2,2,1,2,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,1,0,0,1,0,1,10,0
U16,4,9,14,20,32,1,5,9,14,20,0,2,2,1,2,0,1,0,2,0,2,2,0,0,2,2,1,1,0,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,1,0,2,10,0
U15,9,9,18,23,38,3,6,11,20,27,3,0,3,0,2,0,0,0,0,4,1,5,0,3,0,3,0,0,0,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,1,0,0,0,0,1,10,0
U14,9,15,21,40,56,3,7,12,21,32,2,2,1,2,2,0,0,0,4,0,1,4,0,2,2,1,2,0,0,4,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,1,0,0,0,0,1,10,0
U13,10,17,24,38,67,4,9,16,24,35,1,2,3,2,2,0,0,1,0,1,1,3,0,1,2,3,2,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,0,0,1,1,1,10,0
U12,4,10,17,24,38,1,5,10,17,24,0,1,2,3,2,0,1,0,1,0,2,2,0,0,1,2,3,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,10,0
U11,8,12,19,28,51,3,7,13,20,30,1,2,3,1,2,0,0,1,0,1,1,3,0,1,2,3,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,2,0,1,10,0
U10,4,8,12,19,28,1,4,8,14,20,0,1,2,3,1,0,1,0,1,0,2,2,0,0,1,2,3,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,2,10,0
U9,10,18,25,36,68,4,9,15,23,34,1,3,2,2,2,0,0,1,0,1,1,3,0,1,3,2,2,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,1,0,0,1,1,1,10,0
U8,4,10,18,25,36,1,5,10,16,23,0,1,3,2,2,0,1,0,1,0,2,2,0,0,1,3,2,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,2,10,0
U7,10,17,25,35,65,4,9,16,24,36,1,2,4,1,3,0,0,1,0,1,1,3,0,1,2,4,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,1,1,1,10,0
U6,4,10,17,25,35,1,5,10,17,24,0,1,2,4,1,0,1,0,1,0,2,2,0,0,1,2,4,1,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,10,0
U5,9,9,15,28,40,3,6,11,18,31,3,0,2,0,2,0,0,0,0,0,1,10,0,3,0,2,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,0,0,0,0,1,2,0
U4,9,15,18,32,52,3,6,11,17,28,2,1,2,0,1,0,0,0,0,0,1,10,0,2,1,2,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1,1,0
U3,9,15,21,31,47,3,7,11,17,27,2,1,1,1,0,0,0,0,0,0,1,10,0,2,1,1,1,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1,0,0
U290,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,8,0,8,0,10,2,0,0,0,0,0,1,0,15,0,1,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0
U289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,3,0,0,0,0,0,0,1,0,15,0,10,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,0
iXMIT_bitCell_cntrH_reg_2_,3,5,8,18,28,1,3,6,13,21,0,1,0,3,0,0,1,0,2,0,2,2,1,0,1,0,2,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,0,1,0,0,5,0
iXMIT_state_reg_0_,3,5,10,20,36,1,3,6,15,23,0,1,0,3,2,0,1,1,8,8,2,2,1,0,1,0,2,1,0,7,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,1,0,0,1,2,0,2,0
iXMIT_state_reg_2_,3,4,7,11,26,1,3,5,10,17,0,1,0,1,2,1,1,0,4,8,2,1,1,0,1,0,1,1,0,4,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,5,9,1,0,0,0,1,0,1,0
iXMIT_state_reg_1_,3,5,9,18,30,1,3,6,13,19,0,1,0,3,0,0,1,1,3,2,2,2,1,0,1,0,2,1,0,3,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,7,11,1,0,0,1,1,0,1,0
iXMIT_bitCountH_reg_0_,3,4,7,12,17,1,3,5,10,16,0,1,0,2,0,0,1,0,2,0,2,2,1,0,1,0,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,1,0,0,2,0,0,5,0
iXMIT_bitCountH_reg_1_,3,4,7,13,22,1,3,5,11,16,0,1,0,2,0,0,1,0,2,0,2,2,1,0,1,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,1,0,0,1,1,0,5,0
iXMIT_bitCountH_reg_2_,3,4,7,13,21,1,3,5,11,17,0,1,0,2,0,0,1,0,2,0,2,2,1,0,1,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,1,0,0,1,1,0,5,0
iXMIT_bitCountH_reg_3_,3,4,7,13,21,1,3,5,11,17,0,1,0,2,0,0,1,0,2,1,2,2,1,0,1,0,1,1,0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,8,1,0,0,1,1,0,4,0
iXMIT_xmit_ShiftRegH_reg_7_,3,5,8,15,24,1,3,6,12,17,0,1,0,2,2,0,1,0,3,0,2,2,1,0,1,0,1,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,3,0
iXMIT_xmit_ShiftRegH_reg_6_,3,6,11,18,30,1,3,7,13,19,0,1,1,2,2,0,1,1,2,0,2,2,1,0,1,0,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,4,0
iXMIT_xmit_ShiftRegH_reg_5_,3,6,11,18,30,1,3,7,13,19,0,1,1,2,2,0,1,1,2,0,2,2,1,0,1,0,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,4,0
iXMIT_xmit_ShiftRegH_reg_4_,3,6,11,18,30,1,3,7,13,19,0,1,1,2,2,0,1,1,2,0,2,2,1,0,1,0,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,10,0
iXMIT_xmit_ShiftRegH_reg_3_,3,6,11,18,30,1,3,7,13,19,0,1,1,2,2,0,1,1,2,0,2,2,1,0,1,0,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,10,0
iXMIT_xmit_ShiftRegH_reg_2_,3,6,11,18,30,1,3,7,13,19,0,1,1,2,2,0,1,1,2,0,2,2,1,0,1,0,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,10,0
iXMIT_xmit_ShiftRegH_reg_1_,3,6,11,18,30,1,3,7,13,18,0,1,1,2,1,0,1,2,2,0,2,2,1,0,1,0,2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0,0,0,10,0
iXMIT_xmit_doneH_reg,3,5,9,17,23,1,3,6,13,21,0,1,0,4,1,0,1,0,1,0,2,2,1,0,1,0,4,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0
iRECEIVER_state_reg_1_,3,7,11,30,53,1,3,8,17,27,0,1,0,4,4,0,1,0,4,5,2,2,1,0,1,0,3,1,0,4,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,1,0,0,1,2,0,4,0
iRECEIVER_state_reg_0_,3,7,16,28,49,1,3,8,18,31,0,1,1,4,6,0,1,1,1,25,2,2,1,0,1,1,4,1,1,1,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,14,14,1,0,0,0,2,0,4,0
iRECEIVER_bitCell_cntrH_reg_0_,3,2,5,9,13,1,2,4,6,11,0,0,1,0,3,0,1,1,1,3,3,2,1,0,0,0,0,1,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,1,0,0,0,10,0
iRECEIVER_bitCell_cntrH_reg_1_,3,5,7,14,22,1,3,6,10,15,0,1,0,1,3,0,1,0,2,3,2,2,1,0,1,0,0,1,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,1,0,0,10,0
iRECEIVER_bitCell_cntrH_reg_2_,3,5,7,16,27,1,3,6,12,19,0,1,0,2,3,0,1,0,2,3,2,2,1,0,1,0,1,1,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,0,0,1,0,0,10,0
iRECEIVER_bitCell_cntrH_reg_3_,3,5,7,16,26,1,3,6,12,20,0,1,0,2,3,0,1,0,3,3,2,2,1,0,1,0,1,1,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,0,0,1,0,0,10,0
iRECEIVER_state_reg_2_,3,5,6,14,26,1,3,6,9,18,0,1,0,1,4,0,1,3,2,24,2,2,1,0,1,0,1,1,2,2,17,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,16,18,1,0,0,0,0,0,4,0
iRECEIVER_rec_readyH_reg,3,6,12,15,21,1,3,7,11,16,0,1,2,2,1,0,9,0,9,0,2,2,1,0,1,2,2,2,0,16,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0
iRECEIVER_par_dataH_reg_7_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,4,0,2,2,1,0,1,0,2,2,0,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,0,0,1,0,0,2,0
rec_dataH_temp_reg_7_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,1,0,1,0,2,2,2,0,3,0,3,1,0,1,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,0,0
rec_dataH_reg_7_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,2,0,2,2,1,0,3,0,4,1,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_6_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_6_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,1,0,2,2,2,0,3,0,3,2,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_6_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_5_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_5_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_5_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_4_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_4_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_4_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_3_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_3_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_3_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_2_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_2_,6,10,14,17,30,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_2_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_1_,3,4,7,13,21,1,3,5,11,16,0,1,0,3,2,0,2,0,5,0,2,2,1,0,1,0,2,2,0,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_1_,6,10,14,17,27,2,6,10,15,22,0,3,0,3,2,0,2,0,2,0,2,2,2,0,3,0,3,2,0,2,0,2,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_1_,3,6,9,13,17,1,3,6,11,16,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_par_dataH_reg_0_,3,4,7,14,21,1,3,5,11,17,0,1,0,3,2,0,2,0,4,0,2,2,1,0,1,0,2,2,0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,1,0,0,4,0
rec_dataH_temp_reg_0_,6,10,11,16,28,2,6,10,16,24,0,3,0,4,2,0,2,0,2,0,2,2,2,0,3,0,4,2,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,2,1,0,0,0,0,0,2,0
rec_dataH_reg_0_,3,6,9,15,20,1,3,6,12,19,0,2,0,4,0,0,1,0,1,0,2,2,1,0,3,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
iRECEIVER_recd_bitCntrH_reg_3_,3,4,7,14,24,1,3,5,11,17,0,1,0,2,2,0,1,0,2,1,2,2,1,0,1,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,1,0,0,1,1,0,10,0
iRECEIVER_recd_bitCntrH_reg_0_,3,4,7,14,18,1,3,5,10,15,0,1,0,2,2,0,1,0,3,0,2,2,1,0,1,0,1,1,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,0,0,2,0,0,10,0
iRECEIVER_recd_bitCntrH_reg_1_,3,4,7,14,25,1,3,5,11,16,0,1,0,2,2,0,1,0,2,1,2,2,1,0,1,0,1,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,0,0,1,1,0,10,0
iRECEIVER_recd_bitCntrH_reg_2_,3,4,7,14,24,1,3,5,11,17,0,1,0,2,2,0,1,0,2,0,2,2,1,0,1,0,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,1,1,0,10,0
iXMIT_bitCell_cntrH_reg_3_,3,5,8,18,27,1,3,6,13,22,0,1,0,3,0,0,1,0,2,0,2,2,1,0,1,0,2,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,1,0,0,1,0,0,5,0
iXMIT_bitCell_cntrH_reg_0_,3,5,9,16,22,1,3,6,11,20,0,1,1,2,0,1,1,1,1,3,2,1,1,0,1,0,2,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,4,9,1,0,1,0,0,0,5,0
iXMIT_bitCell_cntrH_reg_1_,3,5,8,19,26,1,3,6,12,19,0,1,0,3,0,0,1,1,2,0,2,2,1,0,1,0,2,1,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,0,0,1,0,0,10,0
iXMIT_xmit_ShiftRegH_reg_0_,3,6,11,16,26,1,3,7,13,18,0,1,1,2,1,0,2,1,1,0,2,2,1,0,1,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,1,0,0,0,3,0
iRECEIVER_rec_datSyncH_reg,3,3,3,6,6,1,2,3,5,6,0,1,0,2,0,0,2,0,10,0,2,2,1,0,1,0,1,2,0,3,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,3,0
iRECEIVER_rec_datH_reg,3,6,6,7,10,1,3,5,8,10,0,2,0,2,0,0,1,0,5,0,2,2,1,0,2,0,1,1,0,5,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,1,0,0,1,0,0,5,0
U291,4,5,6,12,15,2,4,6,10,14,1,0,1,2,2,8,0,8,0,0,1,1,0,1,0,1,2,0,15,0,1,0,2,2,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0
U1,5,7,16,26,41,2,5,11,20,27,1,0,2,3,1,1,0,1,0,2,1,1,0,1,0,2,3,0,1,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,1,0,0,10,0
U2,5,7,16,27,39,2,5,11,19,25,1,0,2,3,0,1,0,1,0,1,1,1,0,1,0,2,3,0,1,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,0,0,10,0
U34,5,7,14,22,33,2,5,9,15,20,1,0,1,3,0,1,0,1,0,1,1,1,0,1,0,1,3,0,1,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,0,0,10,0
U37,2,5,9,13,22,1,3,6,11,16,0,1,0,3,0,1,0,1,0,1,2,1,0,0,1,0,3,0,1,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,10,0
U40,7,16,28,49,74,2,7,17,30,46,1,1,4,6,3,1,0,1,1,1,1,1,0,1,1,4,6,0,1,1,1,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,14,15,1,0,0,0,2,0,5,0
U43,7,11,30,53,80,2,7,16,27,39,1,0,4,4,4,1,0,1,0,3,1,1,0,1,0,4,4,0,1,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0,0,1,2,0,5,0
U46,5,9,17,23,41,2,5,12,20,33,1,0,4,1,5,1,0,1,0,1,1,1,0,1,0,4,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,2,0
U49,6,11,18,30,39,2,6,13,18,22,1,1,2,1,1,1,0,1,1,2,1,1,0,1,1,2,1,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,1,0,0,0,10,0
U52,6,11,18,30,41,2,6,13,19,24,1,1,2,2,1,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,10,0
U53,6,11,18,30,44,2,6,13,19,25,1,1,2,2,2,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,10,0
U54,6,11,18,30,44,2,6,13,19,25,1,1,2,2,2,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,10,0
U70,6,11,18,30,44,2,6,13,19,25,1,1,2,2,2,1,0,1,0,2,1,1,0,1,1,2,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,0,5,0
